,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
"'NSE:BAJAJFINSV-EQ',",12,0,0,0,2100,750,4.2,1.5,7,5,58.33333333,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
"'NSE:HINDUNILVR-EQ',",14,0,0,0,2100,750,4.2,1.5,7,5,58.33333333,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
"'NSE:JSWSTEEL-EQ',",12,0,0,0,2100,750,4.2,1.5,7,5,58.33333333,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
"'NSE:HDFCLIFE-EQ',",9,0,0,0,1500,600,3,1.2,5,4,55.55555556,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
"'NSE:M&M-EQ',",11,0,0,0,1800,750,3.6,1.5,6,5,54.54545455,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
"'NSE:INFY-EQ',",13,0,0,0,2100,900,4.2,1.8,7,6,53.84615385,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
"'NSE:BAJAJ-AUTO-EQ',",12,0,0,0,1800,900,3.6,1.8,6,6,50,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
"'NSE:BHARTIARTL-EQ',",10,0,0,0,1500,750,3,1.5,5,5,50,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
"'NSE:IOC-EQ',",10,0,0,0,1500,750,3,1.5,5,5,50,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
"'NSE:KOTAKBANK-EQ',",8,0,0,0,1200,600,2.4,1.2,4,4,50,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
"'NSE:POWERGRID-EQ',",14,0,0,0,2100,1050,4.2,2.1,7,7,50,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
"'NSE:RELIANCE-EQ',",12,0,0,0,1800,900,3.6,1.8,6,6,50,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
"'NSE:WIPRO-EQ',",15,0,0,0,2100,1050,4.2,2.1,7,7,50,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!,,,,,,,,,,,,,
,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"'NSE:ITC-EQ',",13,0,0,0,1800,1050,3.6,2.1,6,7,46.15384615
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:LT-EQ',",14,0,0,0,1800,1200,3.6,2.4,6,8,42.85714286
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:NESTLEIND-EQ',",8,0,0,0,900,600,1.8,1.2,3,4,42.85714286
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:BAJFINANCE-EQ',",13,0,0,0,1500,1050,3,2.1,5,7,41.66666667
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:SHREECEM-EQ',",12,0,0,0,1500,1050,3,2.1,5,7,41.66666667
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:TCS-EQ',",13,0,0,0,1500,1050,3,2.1,5,7,41.66666667
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:AXISBANK-EQ',",15,0,0,0,1800,1350,3.6,2.7,6,9,40
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:SUNPHARMA-EQ',",10,0,0,0,1200,900,2.4,1.8,4,6,40
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:BPCL-EQ',",13,0,0,0,1500,1200,3,2.4,5,8,38.46153846
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:SBILIFE-EQ',",10,0,0,0,900,750,1.8,1.5,3,5,37.5
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:NTPC-EQ',",15,0,0,0,1500,1350,3,2.7,5,9,35.71428571
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:GRASIM-EQ',",12,0,0,0,1200,1200,2.4,2.4,4,8,33.33333333
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:UPL-EQ',",12,0,0,0,1200,1200,2.4,2.4,4,8,33.33333333
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:HEROMOTOCO-EQ',",14,0,0,0,1200,1350,2.4,2.7,4,9,30.76923077
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:CIPLA-EQ',",14,0,0,0,1200,1500,2.4,3,4,10,28.57142857
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:HINDALCO-EQ',",11,0,0,0,900,1200,1.8,2.4,3,8,27.27272727
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:TITAN-EQ',",11,0,0,0,900,1200,1.8,2.4,3,8,27.27272727
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:DIVISLAB-EQ',",15,0,0,0,1200,1650,2.4,3.3,4,11,26.66666667
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:TECHM-EQ',",16,0,0,0,1200,1650,2.4,3.3,4,11,26.66666667
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:DRREDDY-EQ',",12,0,0,0,900,1350,1.8,2.7,3,9,25
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:BRITANNIA-EQ',",11,0,0,0,600,1050,1.2,2.1,2,7,22.22222222
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:HCLTECH-EQ',",11,0,0,0,600,1050,1.2,2.1,2,7,22.22222222
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:GAIL-EQ',",10,0,0,0,600,1200,1.2,2.4,2,8,20
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:TATASTEEL-EQ',",11,0,0,0,600,1350,1.2,2.7,2,9,18.18181818
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:ULTRACEMCO-EQ',",12,0,0,0,600,1350,1.2,2.7,2,9,18.18181818
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,Name,totalEntries,risk,reward,buffer,Profit,Loss,PercentageProfit,PercentageLoss,Win,losses,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,"'NSE:ONGC-EQ',",12,0,0,0,600,1500,1.2,3,2,10,16.66666667
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
